Time(s),Reference(C),Temperature(C),Control_Effort(%)
0.0,35.0,32.0,22.036618839675608
1.0,35.0,32.0,22.173237679351217
2.0,35.0,32.0,22.309856519026823
3.0,35.0,32.0,22.446475358702433
4.0,35.0,32.0,22.58309419837804
5.0,35.0,32.0,22.71971303805365
6.0,35.0,32.0,22.856331877729257
7.0,35.0,32.0,22.992950717404867
8.0,35.0,32.0,23.129569557080472
9.0,35.0,32.0,23.266188396756082
10.0,35.0,32.0,23.40280723643169
11.0,35.0,32.0,23.539426076107297
12.0,35.0,32.0,23.676044915782906
13.0,35.0,32.0,23.812663755458516
14.0,35.0,32.0,23.94928259513412
15.0,35.0,32.0,24.08590143480973
16.0,35.0,32.0,24.222520274485337
17.0,35.0,32.0,24.35913911416095
18.0,35.0,32.0,24.495757953836556
19.0,35.0,32.0,24.632376793512165
20.0,35.0,32.0,24.76899563318777
21.0,35.0,32.0,24.90561447286338
22.0,35.0,32.0,25.04223331253899
23.0,35.0,31.929,25.70288361837765
24.0,35.0,32.103,24.564990873424033
25.0,35.0,32.209,23.919064076807057
26.0,35.0,32.434,22.39233307259645
27.0,35.0,32.505,21.985067679595797
28.0,35.0,32.484,22.249374633137943
29.0,35.0,32.555,21.846641753966985
30.0,35.0,32.601,21.616667461690955
31.0,35.0,32.686,21.10565013503873
32.0,35.0,32.686,21.207391705064765
33.0,35.0,32.673,21.407173431644413
34.0,35.0,33.029,18.898678059488095
35.0,35.0,32.96,19.500634001187315
36.0,35.0,32.789,20.84784059863954
37.0,35.0,33.017,19.27501003528686
38.0,35.0,33.192,18.08111604987627
39.0,35.0,33.148,18.48448108107869
40.0,35.0,33.177,18.356815850416325
41.0,35.0,33.192,18.324266194777838
42.0,35.0,33.506,16.105166791732902
43.0,35.0,33.309,17.619516053459996
44.0,35.0,33.659,15.126784448454725
45.0,35.0,33.443,16.771837463034398
46.0,35.0,33.597,15.708931300328423
47.0,35.0,33.808,14.229176561890183
48.0,35.0,33.874,13.79838282457442
49.0,35.0,33.902,13.641920725945512
50.0,35.0,34.031,12.743155758715424
51.0,35.0,34.092,12.341308497358423
52.0,35.0,34.108,12.265874467502616
53.0,35.0,34.231,11.402582222236799
54.0,35.0,34.305,10.89162236786695
55.0,35.0,34.246,11.354915129368695
56.0,35.0,34.217,11.601713837588635
57.0,35.0,34.335,10.774646922083557
58.0,35.0,34.273,11.256395691322368
59.0,35.0,34.509,9.555116200395426
60.0,35.0,34.525,9.46560745673354
61.0,35.0,34.644,8.609670857439179
62.0,35.0,34.524,9.50643597096124
63.0,35.0,34.774,7.693714347129497
64.0,35.0,34.64,8.688781183344618
65.0,35.0,34.67,8.483404499776421
66.0,35.0,34.724,8.099930295440664
67.0,35.0,34.766,7.804489295629901
68.0,35.0,34.875,7.0184483017322785
69.0,35.0,34.99,6.177034590203883
70.0,35.0,34.992,6.166596693312416
71.0,35.0,34.968,6.336667924176519
72.0,35.0,35.196,4.667318030318023
73.0,35.0,35.074,5.55341563134299
74.0,35.0,35.177,4.792962609379507
75.0,35.0,35.036,5.8240797006849885
