Time(s),Reference(C),Temperature(C),Control_Effort(%)
0.0,35.0,32.0,22.036618839675608
1.0,35.0,32.0,22.173237679351217
2.0,35.0,32.0,22.309856519026823
3.0,35.0,32.0,22.446475358702433
4.0,35.0,32.0,22.58309419837804
5.0,35.0,32.0,22.71971303805365
6.0,35.0,32.0,22.856331877729257
7.0,35.0,32.0,22.992950717404867
8.0,35.0,32.0,23.129569557080472
9.0,35.0,32.0,23.266188396756082
10.0,35.0,32.0,23.40280723643169
11.0,35.0,32.0,23.539426076107297
12.0,35.0,32.0,23.676044915782906
13.0,35.0,32.0,23.812663755458516
14.0,35.0,32.0,23.94928259513412
15.0,35.0,32.0,24.08590143480973
16.0,35.0,32.0,24.222520274485337
17.0,35.0,32.0,24.35913911416095
18.0,35.0,32.0,24.495757953836556
19.0,35.0,32.0,24.632376793512165
20.0,35.0,32.0,24.76899563318777
21.0,35.0,32.0,24.90561447286338
22.0,35.0,32.0,25.04223331253899
23.0,35.0,32.204,23.680002232402114
24.0,35.0,32.152,24.189104438875646
25.0,35.0,32.098,24.715039198118756
26.0,35.0,32.404,22.60397045056389
27.0,35.0,32.458,22.32097710162837
28.0,35.0,32.287,23.69237839700781
29.0,35.0,32.615,21.40462121345293
30.0,35.0,32.516,22.246463220540765
31.0,35.0,32.551,22.09738934875649
32.0,35.0,32.795,20.418796871623897
33.0,35.0,32.721,21.06585949567563
34.0,35.0,32.72,21.17733831934602
35.0,35.0,32.879,20.110121105772425
36.0,35.0,32.968,19.55346652242563
37.0,35.0,33.081,18.816937232636068
38.0,35.0,33.076,18.936254621274664
39.0,35.0,33.251,17.74403946101083
40.0,35.0,33.334,17.209921686681763
41.0,35.0,33.372,17.004875839442274
42.0,35.0,33.445,16.54380820177124
43.0,35.0,33.264,17.94569753840224
44.0,35.0,33.616,15.442709877121981
45.0,35.0,33.567,15.86431237496908
46.0,35.0,33.572,15.88853437263669
47.0,35.0,33.789,14.364354759233676
48.0,35.0,33.707,15.022911108554794
49.0,35.0,33.955,13.260491870151954
50.0,35.0,34.18,11.651612605609278
51.0,35.0,34.187,11.63463155272265
52.0,35.0,34.092,12.369745979903115
53.0,35.0,34.054,12.691875432178483
54.0,35.0,34.266,11.176311511965244
55.0,35.0,34.268,11.200383126545756
56.0,35.0,34.445,9.928455162597484
57.0,35.0,34.334,10.77105525365918
58.0,35.0,34.398,10.331298194794998
59.0,35.0,34.461,9.893519775691281
60.0,35.0,34.685,8.278259685301254
61.0,35.0,34.725,7.99366923674374
62.0,35.0,34.639,8.643268997710745
63.0,35.0,34.779,7.627659992896506
64.0,35.0,34.691,8.281757304325266
65.0,35.0,34.811,7.416786041430423
66.0,35.0,34.727,8.046235900064842
67.0,35.0,34.882,6.913718057690358
68.0,35.0,34.872,6.9981333181384
69.0,35.0,34.967,6.306796946101211
70.0,35.0,34.956,6.387692417435411
71.0,35.0,34.965,6.318643480288384
72.0,35.0,35.151,4.958949829007625
73.0,35.0,34.987,6.15878361315992
74.0,35.0,34.918,6.665045085715965
75.0,35.0,35.135,5.070285538372721
